time,UV
0.0,0.0
0.0100025006251562,0.0
0.0200050012503125,0.0
0.0300075018754688,0.0
0.0400100025006251,0.0
0.0500125031257814,0.0
0.0600150037509377,0.0
0.070017504376094,0.0
0.0800200050012503,0.0
0.0900225056264066,0.0
0.1000250062515628,0.0
0.1100275068767191,0.0
0.1200300075018754,0.0
0.1300325081270317,0.0
0.140035008752188,0.0
0.1500375093773443,0.0
0.1600400100025006,0.0
0.1700425106276569,0.0
0.1800450112528132,0.0
0.1900475118779694,0.0
0.2000500125031257,0.0
0.210052513128282,0.0
0.2200550137534383,0.0
0.2300575143785946,0.0
0.2400600150037509,0.0
0.2500625156289072,0.0
0.2600650162540635,0.0
0.2700675168792198,0.0
0.2800700175043761,0.0
0.2900725181295324,0.0
0.3000750187546886,0.0
0.3100775193798449,0.0
0.3200800200050012,0.0
0.3300825206301575,0.0
0.3400850212553138,0.0
0.3500875218804701,0.0
0.3600900225056264,0.0
0.3700925231307826,0.0
0.3800950237559389,0.0
0.3900975243810952,0.0
0.4001000250062515,0.0
0.4101025256314078,0.0
0.4201050262565641,0.0
0.4301075268817204,0.0
0.4401100275068767,0.0
0.450112528132033,0.0
0.4601150287571893,0.0
0.4701175293823456,0.0
0.4801200300075018,0.0
0.4901225306326581,0.0
0.5001250312578145,0.0
0.5101275318829708,0.0
0.5201300325081271,0.0
0.5301325331332833,0.0
0.5401350337584396,0.0
0.5501375343835959,0.0
0.5601400350087522,0.0
0.5701425356339085,0.0
0.5801450362590648,0.0
0.5901475368842211,0.0
0.6001500375093773,0.0
0.6101525381345336,0.0
0.6201550387596899,0.0
0.6301575393848462,0.0
0.6401600400100025,0.0
0.6501625406351588,0.0
0.660165041260315,0.0
0.6701675418854713,0.0
0.6801700425106276,0.0
0.6901725431357839,0.0
0.7001750437609402,0.0
0.7101775443860965,0.0
0.7201800450112528,0.0
0.730182545636409,0.0
0.7401850462615653,0.0
0.7501875468867216,0.0
0.7601900475118779,0.0
0.7701925481370342,0.0
0.7801950487621905,0.0
0.7901975493873468,0.0
0.800200050012503,0.0
0.8102025506376594,0.0
0.8202050512628157,0.0
0.830207551887972,0.0
0.8402100525131283,0.0
0.8502125531382846,0.0
0.8602150537634409,0.0
0.8702175543885972,0.0
0.8802200550137534,0.0
0.8902225556389097,0.0
0.900225056264066,0.0
0.9102275568892224,0.0
0.9202300575143786,0.0
0.9302325581395348,0.0
0.9402350587646912,0.0
0.9502375593898474,0.0
0.9602400600150036,0.0
0.97024256064016,0.0
0.9802450612653164,0.0
0.9902475618904726,0.0
1.000250062515629,0.0
1.0102525631407853,0.0
1.0202550637659416,0.0
1.0302575643910978,0.0
1.040260065016254,0.0
1.0502625656414104,0.0
1.0602650662665667,0.0
1.070267566891723,0.0
1.0802700675168793,0.0
1.0902725681420355,0.0
1.1002750687671918,0.0
1.110277569392348,0.0
1.1202800700175044,0.0
1.130282570642661,0.0
1.140285071267817,0.0
1.1502875718929733,0.0
1.1602900725181295,0.0
1.1702925731432858,0.0
1.180295073768442,0.0
1.1902975743935984,0.0
1.200300075018755,0.0
1.210302575643911,0.0
1.2203050762690673,0.0
1.2303075768942235,0.0
1.2403100775193798,0.0
1.250312578144536,0.0
1.2603150787696924,0.0
1.270317579394849,0.0
1.280320080020005,0.0
1.2903225806451613,0.0
1.3003250812703175,0.0
1.3103275818954738,0.0
1.32033008252063,0.0
1.3303325831457864,0.0
1.340335083770943,0.0
1.350337584396099,0.0
1.3603400850212553,0.0
1.3703425856464115,0.0
1.3803450862715678,0.0
1.390347586896724,0.0
1.4003500875218804,0.0
1.410352588147037,0.0
1.420355088772193,0.0
1.4303575893973492,0.0
1.4403600900225055,0.0
1.4503625906476618,0.0
1.460365091272818,0.0
1.4703675918979744,0.0
